,sentence,extract
1521,The values of E/\( \rho 2 \) of the produced foams in the present work under different processing conditions are given in Table 3.,0
1522,The counterpart disc material was made of SKD11 tool steel of 25 mm diameter and 3 mm thickness with a roughness of 0.3 μm and a hardness of 60 HRC.,0
1523,"Different lines of Ar+, Kr + and lasers (λ = 364 to 638 nm) were used for excitation.",0
1524,"As a consequence of changing properties, e.g., mechanical,magnetic, or electrical, the nanocrystalline phase of rare earthmetal oxides has become of immense interest.1-4 Of these,cerium oxides have attracted considerable research interestdue to a diversity of applications.",0
1525,"AbstractIn order to examine the effect of surplus phase on the microstructure and mechanical properties, different compositions with high Cu/Mg ratio of the T6-temper extruded Al-Cu-Mg-Ag alloys were studied in this investigation.",0
1526,"""R. Farkoosh and M. Pekguleryuz, """"Enhanced mechanical properties of an Al - Si - Cu - Mg alloy at 300degC: Effects of Mg and Q-precipitate phase,"""" Mater.""",0
1527,"Annealing temperature, time, overall composition, coexisting phases and phase compositions of each sample are listed in Table II.Table II Chemical Composition of the Long-Term Annealed SamplesFull size tableExperimental Phase Diagram InvestigationA combination of dynamic and static methods was used for investigation of the phase diagram.",0
1528,The achieved high strength of the 1Cr17Ni2/QAl7 brazed joints owes to the strong bonding of the faying interface and the formation of ductile solid solution phases between the base metals and brazing alloy.,0
1529,"Atomic layer deposition (ALD),an atomic-scale vapor-phase deposition technique based onself-limiting interfacial chemical reactionshas been widelyused in several aspects of electronic device fabrication.-",0
1530,"The addition of Er and Zr caused the precipitation of Al3Er and Al3(Er, Zr) precipitates during solution heat treatment, as it was shown by isothermal DSC tests performed at the solution treatment temperature, microhardness measurements on samples subjected to different solution treatment time and STEM micrographs.",0
1531,"Finally, the formation of Al2RE phase reduces the solubility of RE in alloy matrix [7,14], resulting in weak solution strengthening.",0
1532,An almost random texture is typical for direct chill cast aluminum alloy ingots.,0
1533,Al-Mg alloy engineered with bimodal grain size for high strength and increased ductility,0
1534,"It enables evaluation not only of the overall homogenized model parameters of the cast alloy from experimental data but also of constituents, such as interdendritic phase, aluminum matrix, and Si inclusions.",0
1535,"LFEC could enhance the tensile properties including strength and elongation due to the precipitation strengthen of δ'/β', solid solution and refinement grain strengthening.",1
1536,It can be observed from the load-displacement curves that these elements did not cause any significant change in the hardness of the Bi-rich phase of the Al92Bi8 alloy.,0
1537,"(3)The θ'' phase precipitated during ageing treatment can play a much great role in high temperature strengthening, with an increment of 26MPa in YS in S2 alloy with 0.5 wt% Ni addition.",1
1538,"The parallel detection capability of the SIMS spectrometer enables the detection of several masses simultaneously; the secondary ions detected were 7Li+, 24Mg+ and 27Al+.",0
1539,"More work is needed to investigate the intrinsic thermal stability of the Zr2AlC MAX phase, as the ordering of the (probably temperature-dependent) population of C vacancies due to prolonged annealing might affect the material's radiation swelling behavior in a nuclear service environment.",0
1540,"It was observed that the formation of the heusler phase Ni2AlHf in hafnium reinforced eutectic alloys NiAl-Cr(Mo)-0.1Hf improves strength at elevated temperatures; however, this strength is enhanced to the detriment of the room temperature ductility of the intermetallic [44].",1
1541,"The overall sensible energy density (qs) was estimated using the sensible heat capacities of the i-th species (cp,i) and the partial volume fraction phik.",0
1542,"Assuming that GNSs are uniformly dispersed in the joint as reinforcement phase, the predicted elastic modulus of the prepared joint with GNSs is 95.84GPa.",0
1543,Previous research by Peng et al.19 demonstrated that the optimal performance of the 7050 Al alloy processed by NIA (high tensile strength 578 MPa and favorable corrosion resistance) was acquired when cooled from 210degC to 120degC with the cooling rate of 20degC/h.,0
1544,"With the increase of the nano-carbon content, the duration of the ball-milling mixing process is not long enough to uniformly disperse the reinforcement phase into the matrix.",0
1545,The S (Al2CuMg) phase in Fig. 6b is undoubtedly minor in peakaged Er-free alloy and consistent with its very weak double diffractions (white arrowed) in SAED pattern of Fig. 6b.,0
1546,"XRD pattern of the sample aluminized at 700 degC for 120 min, oxidized under isothermal conditions at 800 degC (a) and at 1000 degC (b) for 12 h (The phase identification was made using the following JCPDS cards: for #65-3454 for Ni2Al3, #65-0420 for NiAl, #65-0430 for Ni3Al and #11-0517 for θ-Al2O3).",0
1547,"In general terms, the high yield strength of 7xxx alloys requires a high volume fraction of fine η', which tends to promote slip concentration, but to achieve this by adding more Zn and Mg will result in a higher area faction of competing GB M-phase precipitation, that reduces the toughness of the boundaries [1,4,5].",1
1548,"However, this method needs a lot of experimental data deriving from several types of tests.",0
1549,"The mechanical properties of the modified Al-5Si-1.2Cu alloy are attributed to the precipitation of Al2Cu reinforcement phase and fine Si phase, as well as the difference of mismatch degree between Pr/Ce and Al, which refines the Si phase and Fe-rich phase in the modified Al-5Si-1.2Cu alloy.3.The microhardness peak value of the modified alloy after heat treatment is 97 HV which is 11.5% higher than that of the matrix alloy.",1
1550,"In comparison with the EDX data of the annealing-induced [α-Al + am] phases shown in Fig. 5, the solute content of [α-Al] phase in the cast alloy is nearly the same as that for [α-Al] phase in the annealed alloy, while the solute content in [am] phase is lower for the cast alloy, indicating that the as-cast mixed phase structure is in a higher level of metastable state.",0
1551,"Figure 6(c) shows that the β-Li phase in Mg-3 wt.% Al-8 wt.% Li dissolves rapidly than α-Mg phase; however, the magnified image in Fig. 6(d) reveals that less particles are removed from the electrode surface.",0
1552,"Beryllium addition results in a nodular form of the β-phase which decreases the harmful effects of the phase, improving expected mechanical properties.",1
1553,One factor(Δσ1) is the strength change caused by the change in Al content.,0
1554,"(3)If your situation is one of complex electrolyte chemistry, with significant amounts of LiF or MgF2, or even constantly changing concentrations of CaF2, are resources available to keep electrolysis on the proper course?a.Should the concentrations of LiF, MgF2, KF, or CaF2 change, the liquidus temperature of the electrolyte will also change.",0
1555,"The size and the volume fraction of the particles of the δ'-phase formed under natural aging decrease, and this causes lowering of the hardness and strength of the alloy.",1
1556,"This is due to the fine-grain structure and uniform distribution of β-secondary phase, similar observations are made by Zhou et al.26 the obtained microhardness for the ECAP-4P sample is 85 Hv.",0
1557,"The lack of plasticity at room temperature makes QCs impractical for use in monolithic form, but they are promising as reinforcing phases in metal matrix composites (MMCs) [2,3].",1
1558,"""Yu, W. Li, S. Li, and J. Zha, """"Mechanical properties and microstructure of aluminum alloy 2618 with Al3 (Sc, Zr) phases,"""" Mater.""",0
1559,"The late aging stage C is associated with the start of heterogeneous decomposition yielding phase S 1 and lowering of the strength characteristics, which is confirmed by the monotonic decrease of the lattice constant in the aging process and by the results of the electron microscope studies (Fig. 4).",1
1560,"In copper containing Al-Mg-Si alloys, the Q'-phase provides additional strength [31].",1
1561,"The MS was dried because its moisture content was unknown before drying; hence, it would have been difficult to estimate the amount of water to be added.",0
1562,"In the second stress-aging stage, aging precipitates (η' and η phases) easily coarsen.",0
1563,"It was obvious that the CRSS contribution was mainly influenced by the combination of the volume fraction of the δ' phase and the size of the δ' precipitates when the volume fraction was small (less than 0.1), while primarily controlled by the radius of the δ' precipitates when the volume fraction remained large (more than 0.14).",0
1564,]i=1nAiwhere S is the mean area weighted shape factor of silicon phase; Ai the area of a single silicon particle and/or plate; Pi the perimeter of a single silicon particle and/or plate and n is the number of particles and/or plates in a single field.,0
1565,"Thus, the α-Cr phase acts as a hard phase and contributes to the macroscopic work hardening at the early stage of deformation by the elastic deformation as similar as the cementite in pearlite of a steel.",1
1566,"Therefore, it can be concluded that the addition of Ba-containing additives leads to decreased formation of calcium aluminosilicates from the cement phases, which could have a positive impact on the corrosion resistance of the samples with Ba-containing additives.",0
1567,"GPI zones can strengthen the Al matrix [9,25], but the strengthening is apparently smaller than that from η' phase in T6-BM as T4-BM exhibits lower hardness and strength than T6-BM (Fig. 2 and Table 1).",1
1568,"As shown in Fig. 10 (d), the Vickers hardness is 420-430 for the amorphous single phase, increases to about 510 for the [α-Al + am] phases, and then decreases significantly to about 265 for the completely crystalline microstructure.",1
1569,"The 200 degC annealed Mg-Al-Sn anode shows the excellent discharge performance in 3.5 wt% NaCl solution, attributed to fine Mg2Sn phases and fully recrystallized microstructure which accelerate the self-peeling of corrosion products.",1
1570,It can be seen that the addition of SiC nanoparticles can significantly improve the mechanical properties of n-SiCp/AZ91D magnesium matrix nanocomposites after T6 ageing treatment.,1
1571,"The Tafel plots or potentiodynamic polarization measurements of AA2219-T6 alloy substrate were carried out in 0.1 M of HCl, in the absence and presence of the biferrocenyl Schiff bases at room temperature in order to study the anodic and cathodic reactions.",0
1572,"Additionally, in our previous studies [29], we have shown that the main hardening phase that is responsible for the precipitation strengthening effect is the secondary β'-Al3Mg2 phase.",1
1573,"Additionally, the paint bake cycle (PBC) provides appropriate conditions for Al-Mg-Si alloy body panels to achieve higher strength through β'' phase nucleation [15].",1
1574,"Here, we designed and fabricated InGaN/GaN or AlGaN/GaN NWs together with SiO2 and Ag/Al as to form a MOS structure for visible or UV lasing.",0
1575,"Just as with hardness, the scratch resistance increases with increasing t-ZrO2 phase content (Table 2).",1
1576,"Before the measurement, the electrolyte was saturated with Ar gas controlled using a mass flow controller (MC-D08-2F) with a flow rate of 20 sccm for at least 20 minutes.",0
1577,"Since the amount of entropy change is the same for both input work and net cooling capacity in an ideal Carnot cycle, the COP of the system reduces as follows:",0
1578,This may be due to the significant variation in morphology of the primary Mn-rich phase and the increase in amount of Mn-rich phase induced by Cr addition.,0
1579,"As a result, the magnitudes of SER measured at the side surfaces of the bulks appeared to be 0.03-0.05 μΩ[?",0
1580,"In all cases, Cu always presented a leaching rate between 35% and 50%.",0
1581,"Mineral-like compounds such as perovskites, spinels and layered double hydroxides (LDHs) are found to be excellent precursors for preparing highly dispersed Ni-based catalysts [41-43].",0
1582,"Several other authors reported the increase in strength by Hall-Petch strengthening in CNT/Al composites as well.132, 147-150",0
1583,This is discussed with respect to potential influence on mechanical- and corrosion properties.,0
1584,"However, the α-Cr phase tends to deform more elastically even beyond the macroscopic elastic limit and the contribution to the plastic strain is small (Fig. 15).",0
1585,"Furthermore, the presence of such coarse Q-phase particles is not a fully adequate explanation of the sharp, narrow attacks along the grain boundaries of the IGC-susceptible variants.",0
1586,"The contribution of the ΩII-phase to overall σYS increases with increasing pre-strain imposed by the cold rolling procedure before peak ageing due to the increasing number density of the semi-coherent θ'-phase/Al matrix interfaces, which serve as nucleation sites.",0
1587,"In order to have a higher resolution of the minor constituent phases, the major phases, such as α-aluminum, Al-Si eutectic phase, are not indexed in Figure 2.",0
1588,"Fine precipitates indicating the Mo-rich phase are present in the channel region, i.e., in the prior A1 phase where Mo is already highly enriched, as expected from its partition behavior (Table I).",0
1589,"The as-extruded LA95-0.4Sm alloy with granular Al2Sm phase showed optimal ultimate tensile strength of 283 MPa, which was about 25% higher than that of the matrix alloy.",1
1590,"The dominant strengthen mechanism of Al3Li phase is so-called order hardening, which takes effect by creating antiphase boundaries (APBs) in their active glide planes when dislocation pairs cutting through the coherent ordered precipitates [10].",1
1591,"Practically no commercial alloys fall within the fields in which FeAl3, Fe2SiAl8 or FeSiAl5 are the phases that crystallize after the primary aluminum phase.",0
1592,The study of Zare et al.24 on Al/Cu compound casting showed that metallurgical bonding with formation of intermetallic phases only formed locally at the interface.,0
1593,"Zr is also added to form fine dispersoid particles of the β' (Al3Zr) phase, which is significantly effective in retarding recrystallization [5].",0
1594,"It is observed that the tensile strength and yield strength of the as-cast alloys first increases and then decreases and that the elongation continuously decreases with increasing amounts of Al. When the Al content is up to 3%, the mechanical properties of the as-cast Mg-8Li-3Al-0.5Ca alloy improve such that the tensile strength and yield strength reach 150.5 and 110.8 MPa, respectively due to the solid-solution strengthening effect of Al and the increase in the volume fraction of the α-Mg phase.",1
1595,"In Al-Mg-Si alloys, PA and NA leads to a significant increase of strength, which is related to the decomposition of a super-saturated solid solution into clusters [9].",0
1596,"In other words, the presence of intra-granular and inter-granular precipitation demonstrated that the final product of lightweight steel can suffer from drastic brittleness after welding as a result of accelerated precipitation of κ-carbide or the DO3 phase.",1
1597,"Therefore, it is considered that the formation of fine α' phase occurred in 12Cr-6Al ODS ferritic steel after Fe-ion irradiation up to 20 dpa, which caused radiation hardening together with the matrix radiation damages.",0
1598,The flow field around the grain with a stirring rate of 1500 rpm at 10000 Δt.,0
1599,The density increase of β'' phase in Cu-containing Al-Si-Mg alloys is due to the influence of Cu on enhancing the precipitation kinetics of β'' phase.,0
1600,Excellent comprehensive mechanical properties of n-SiCp/AZ91D were obtained by adding SiC nanoparticles and ageing treatment.,1
1601,Jiraskova et al. [10] outlined that the nitride phase formed during the nitriding of FeAl alloy lead to the higher coercivity and a lower saturation magnetization while the excessive amount of γ-Fe4N results in the deterioration of soft magnetic properties in FeAlN films [9].,1
1602,"In addition, laser surface alloying caused a considerable increase in the corrosion resistance of the steel compared to other two specimens owing to the formation of FeAl and Fe3Al corrosion resistant phases.",1
1603,It may be concluded that β(Sn) and the Mg2Sn-Sn eutectic phase are undesirable since a solutionizing treatment would melt the Sn phases and potentially lead to voids in the structure.3.3 Mechanical Properties3.3.1 Hardness3.3.1.1 Alloy B319.2Variations of macrohardness with Sn content for as-cast and aging conditions are shown in Figure 8.,1
1604,REFERENCES1Diran A. Aluminum cast alloys: enabling tools for improved performance.,0
1605,"With the increase of tempering temperature up to 650 degC, the hardness increases to 192.2 +- 3.3 Hv1, as more κ-phases separate out in the material.",1
1606,The decrease in the high rate capability could be attributed to the formation of the Mg-Mn-Al phase.,1
1607,"Due to the considered phase structure, it is possible to evaluate the chemical potentials of the substitutional and interstitial sublattices with the same kind of formalism based on Eq.",0
1608,Texture components as well as their calculated sharpness are summarized in Table 2.,0
1609,"Upon compressive loading, both the internal and external confinements have key roles in suppressing the premature fracture of brittle phases such as intermetallics and increasing the shear resistance of the NC fcc-Al, and a higher strength than the value estimated by composite strengthening should eventually be expected.",0
1610,It is worth noting that different groups of parameters can be adjusted with reference to welding technology to affect microstructure and mechanical properties.,0
1611,"Since the compression plasticity increases with the increasing of the content of yttrium in the range of 0-5 at.% for Cu46Zr47-xAl7Yx MGs [20], the β-relaxation should be pronounced as well.",0
1612,"The purpose of this paper is to calculate atomic bonding of the GPB zone and S'' phase in Al-Cu-Mg alloys in early aging stage using the empirical electronic theory method [6], try to reveal the strengthening mechanism of the GPB zone on the matrix on the atomic bonding level.",0
1613,"However, modification of the morphology and homogeneous distribution of the β-Al5FeSi phase may have also contributed to increase the alloy ductility.",0
1614,"For an example, FSP of workpiece FSP05 at a low TTS and high SD coarsened grains and agglomerated β phase, resulting in lower hardness than the base material.",1
1615,The low fracture resistance is attributed to the inter-granular fracture or grain boundary ductile fracture caused by the presence of precipitation free zone (PFZ) near the grain boundaries.,0
1616,"J Appl Phys 100(3):article number 034903. https://doi.org/10.1063/1.2214392CrossRefGoogle Scholar19.Voller VR, Prakash C (1987) A fixed grid numerical modelling methodology for convection-diffusion mushy region phase-change problems.",0
1617,"In the adhesion zone, the normal stress on the interface is greater than that of the shear.",0
1618,The 1550 degC SC-12 M and SC-16 M samples still have the MgO phase as shown in Fig. 10.,0
1619,"This shows that increasing the degree of cluster formation before ageing tends to increase the magnitude of the phenomenon responsible for the initial TEP increase at 250 degC and to decelerate the precipitation of the β'' phase, which is particularly true for the alloy which was stored for 24 h at room temperature before ageing to promote cluster formation.",0
1620,"In addition, due to the synthesised effect of α-Al(Ag) and γ-Ag2Al phases, Ag35Al65 (eutectic composition) exhibited a homogeneous ligament/pore structure, whereas the microstructures of Ag30Al70 (hypoeutectic composition) and Ag40Al60 (hypereutectic composition) exhibited inhomogeneous thinning and coarsening of ligaments, respectively.",0
1621,"In Figure 9, with the increased of thermal exposure time to 50 h, it is found that the hardness of samples is higher than that of the unexposed samples.",0
1622,The functionality of the model is illustrated in Figure 2.,0
1623,The emergence of M3Al-type L12 phase brings the best corrosion resistance.,1
1624,"Work in a previous study dedicated to the same aluminum matrix powder without any ceramic phase, revealed that hardness values trended downward with increased SPS temperatures [37].",0
1625,It can be seen that there was homogeneous dispersion of CNTs in the Al matrix.,0
1626,"Computations of the phase composition, solidus and liquidus temperatures, crystal lattice parameters of the γ' and γ-phases, and tensile mechanical properties of polycrystalline (γ' + γ) alloys based on Ni3Al intermetallic of the Ni - Al - Cr - Mo - W system have been used to design a new refractory intermetallic alloy with melting temperature 1365degC, which contains about 95% γ'-phase and a nickel γ-solid solution.2.",0
1627,The T 1-phase in Al - Li - Cu - Mg alloys helps dislocations to climb over δ'-phase and participates in the hardening together with the δ'-phase [2].,1
1628,"However, the inherent brittleness of coarse Fe 2B phases in Fe-B alloys can adversely affect the mechanical properties and its machinability, thus severely restricting the widespread application of this material.",1
1629,The investigation results of Ce added to the Al-Cu-Mn casting alloy showed that rare earth element Ce can enhance the mechanical properties of the Al-Cu-Mn alloy and retard the formation of the Al20Cu2Mn3 phase in the Al-Cu-Mn alloy [5].,0
1630,It is obvious that a large number of needle-like phases appeared as a dark gray were precipitated in the Co matrix and contain relatively high levels of Co and W elements confirmed by EDS analysis.,0
1631,The aluminum rich phase exists on the surface of the silicon particles and in some cases in the silicon particles as islands.,0
1632,"Similar to the constrained condition, the sample-entropy curves generally increased with an increasing strain rate.",0
1633,The B2-type phase appears to be stable even after annealing of IQC-30Sn after 10 h at 800 degC.,0
1634,Manufacturing of high-strength and light-weight foam-filled tubes (FFTs) has been proved to be an ingenious strategy.,0
1635,Conventional strengthening phases such as θ-Al2Cu phase tend to coarsen and dissolve into the Al matrix leading to the deterioration of the fatigue properties above 250degC.,1
1636,"Moreover, in the solution treated sample the average dimple size is seen to be larger and deeper than those in sample d with CP structure, which is consistent with better ductility and lower strength in sample a compared with sample d. For samples b and c, where DP phase is dominant in the microstructure, the fracture surface exhibits a typical brittle fracture feature with cleavage planes and some plastic deformation.",1
1637,"It was speculated that welding-induced embrittlement is caused, at least in part, by hydrogen [13] ; [14], and hydrogen trapping by a fine dispersion of second phases--such as Laves phase precipitates--may reduce or eliminate cracking during welding [13] ; [14].",1
1638,"Apparently failure proceeds through eutectic containing phases (Si), Al9Fe2Si2, Al18Fe2Mg7Si10.",1
1639,Because of the high hardness of L12 phase in Route III the iron contamination will be higher even though the milling time is smaller (15 h) than Route I and Route II processes (120 and 300 h).,0
1640,"11, LISE 308, Cambridge, MA, 02138 USAE-mail: Claudia.Felser@cpfs.mpg.de, Guowei.Li@cpfs.mpg.de, Yan.Sun@cpfs.mpg.deSearch for more papers by this authorYan SunCorresponding AuthorE-mail address: Yan.Sun@cpfs.mpg.deMax Planck Institute for Chemical Physics of Solids, Nothnitzer Str.",0
1641,"The corresponding FFT patterns of the transition region in Fig. 4c are also converted to further confirm the above results (see Fig. 4e), which indicate the diffraction spots of γ'-envelope (circled in yellow), β phase (circled in orange) and the chaotic atomic arrangement (hinted by white arrows).",0
1642,"Earlier experiments on a spray-cast Al-7034 alloy showed that, although processing by ECAP gave a reduction in the grain size, the ECAP was conducted at 473 K and this led to a partial loss of the metastable η' phase and a consequent reduction in strength when testing in tension at ambient temperature [47].",1
1643,One of these diffusion multiples was dual-annealed at 700 degC for 24 h to induce phase precipitation in the supersaturated compositions along the composition gradients.,0
1644,1Cross section where the temperature test points are locatedFull size imageFig.,0
1645,Knowledge of these crystallographic relationships will enhance understanding of the effect of T-/S-phase aggregates on mechanical and electrochemical properties in Al-Cu-Mg alloys.,0
1646,Most of the recommended heat treatments for Al-Si alloys consider solution treatments below the final solidification point in order to avoid melting of the existing phases.,0
1647,"According to the variations of the Vickers hardness and electrical conductivity, and the obtained homogenization kinetics curves, the homogenizing conditions for the cast 62Be-37.6Al-0.4Sc alloy were optimized to be 620 degC for 2 h followed by water-quenching at room temperature.3.The temporal evolution of the hardness and thermal analysis indicated that the precipitation of the Al3Sc phases was initiated at ~250 degC and completed at ~425 degC.",0
1648,The needle-like β'' phase has monoclinic structure and responsible for the peak hardness of Al-Mg-Si alloys [4].,1
1649,"However, many coarse S and θ phases appeared in the HAZ, resulting in the lowest hardness of the joint.",1
1650,"Many studies investigating the effect of sensitization on mechanical and corrosion properties refer generally to the precipitation of β over a very wide range of aging times and temperatures, and make little to no delineation between the equilibrium phase and the various metastable precursors [11-13].",0
1651,The stability of the θ' phase in the RR350 alloy leads to effective precipitation hardening at homologous temperatures up to 0.6 and an extensive regime of grain boundary controlled deformation.,1
1652,"Given that the T1 phase is the most influential precipitate, in terms of mechanical and electrochemical responses, for the new generation Al-Cu-Li alloys, the variations in the volume fractions of the T1 and TB will undoubtedly affect the mechanical and electrochemical responses of the friction stir weldment of the AA2198-T851 alloy.",1
1653,"This process produced a cylindrical disk with a height of 16 mm and a diameter of 64 mm, as shown in Figure 1.",0
1654,This procedure yields an area of intergranular fracture and allows for statistically relevant populations of grain boundary β-phase to be analysed.,0
1655,The L12 Ni3Al phase in a polycrystalline form shows room temperature tensile ductility of about 11-13% in the air [16].,0
1656,"As a whole, eutectic Si phases are refined in some degree, as shown in Fig. 10d.",0
1657,"In addition, the interaction between mischmetal and copper to form intermetallic phases, the copper being already very low at only ~0.3% in the A413.1 alloy [13], prevents the formation of the Al2Cu precipitation-hardening phase.",1
1658,"However, the large GdMgGa phase might dissever the matrix and finally lead to a decrease in mechanical properties.",1
1659,The considerable amount of Si-based phase (mainly from the eutectic reaction during solidification) in the microstructure was much less ductile than the Al-based matrix phase.,1
1660,"The typical width of the dendritic eutectic γ-phase particles reaches 10 μm, which is smaller than that of the cast sample.",0
1661,"In addition to the strain-induced defect structure formed during impact, the absorption energy per unit volume and the temperature change were the two main factors affecting the microstructural evolution of θ' phase precipitates.",0
1662,AbstractThe current paper investigates the mechanical behavior of Al-6063 hybrid composites reinforced with silicon carbide (SiC) and rare earth (RE) oxides.,0
1663,"(a-c) Cross-section TEM images of AlCrN/AlCrMoN coating (d-f) HRTEM, IFFT, and SAED images of AlCrN layer (g-i) HRTEM, IFFT, and SAED pattern of AlCrMoN layer.",0
1664,"Furthermore, we demonstrated that the dealloyed Al-Ni catalyst could be converted to the powder form and coated as a large-area catalyst film, while maintaining the activity and stability.",0
1665,The matrix of the alloy before the annealing was composed a nanocrystalline phase with disordered bcc crystal structure and a little amorphous phase.,0
1666,"Within the limits of this work, it was possible to create a solidification phase map and determine that the first crystalline phase that forms in Vit 105 alloy is the Al2Zr3-type in samples containing between 200 wppm of oxygen for cooling rates of 760 +- 40 K/s and 528 +- 28 K/s and 500 wppm of oxygen for a cooling rate of 1188 +- 63 K/s.",0
1667,"The net reaction would be major phase of Al3Ni2 in Al-Ni(50:50)transform to Al3Ni, slightly endothermic with ΔH = 15.7 KJ/mol, which can be considered as an intermetallic exchange reaction occurring during quenching of molten Al/Ni(50:50) .",0
1668,The subsequent precipitation hardening as a result from the precipitation of metastable Al3Zr (L12) phase with a maximum content of 28vol% causes an increase in the microhardness to 520 HV.,1
1669,"When the Y content is 0%, the Al2Cu phases are large and are distributed non-uniformly, which also causes stress concentration.",0
1670,"The supersaturation of Al in the γ(f.c.c)-phase, ΔCAlγ(R), is given by:(21)ΔCAlγ(R)=CAlγ,eq(R)-CAlγ,eq([?])=2Vmγ'σγ/γ'(CAlγ',eq([?])-CAlγ,eq([?]))Gmγ''[?",0
1671,"Given the large contribution of Al2Cu dissolution on conductivity, it is clear that the precipitation of various Al-Cu phases can significantly affect material properties as well.",0
1672,"A number of works have demonstrated that intermetallic phases of Laves phase and B2-NiAl, are benefit for strengthening at elevated temperatures [21-28].",1
1673,"However, hyper-eutectic Al-Si alloys with higher silicon content provides microstructure with needle-like eutectic silicon phase along with primary silicon in the form of large cuboids posing problems for its castability and machinability besides adversely affecting its mechanical properties (Roy et al., 2009).",1
1674,"In a typical processing route of a wrought aluminium alloy particles of the Al3Sc phase can form under three different conditions, each of which influences the microstructure and properties of the alloy in a specific way:",0
1675,"In the case Mo-0, σ phase precipitates in the ductile γ phase, leading to the strong hardening effect as shown in Fig. 5.",1
1676,"Google ScholarBronger W, Wrzesien K, Muller, P. High temperature phase transitions in Al1+xPt3-x.",0
1677,"The GP-zones formed during earlier stages of precipitation, and as the aging proceeds, convert to metastable e phase [15].",0
1678,"Since high density Ω phase dominates the microstructures in Fig. 6a and c, the precipitation strengthening by Ω plates plays the most important role in hardening both peakaged alloys.",1
1679,"The results suggest that the dominant intragranular precipitates after different numbers of RRA treatment change from GP zones +η' phase (RRA1) to η' phase (RRA2, RRA3) and then to η' phase + η phase (RRA4), and both strength and corrosion resistance deteriorate with the increase of RRA repetition times.",1
1680,"After determining σth, the true stress exponent n can be determined as the slope of the double logarithmic curve of ε.m vs.",0
1681,The authors thank the Department of Materials and Metallurgy and the Department for Nanostructured Materials for all the help in the preparation of samples and the interpretation of the results.,0
1682,"Theoretically, it can simultaneously promote the diffusion of Zn and maintain large amount of Cu atoms to form the Al2CuMg phase at the positions where chemical composition permitted.",0
1683,"Further extension of aging time, the size of the θ' precipitates increases, to accommodate huge volumetric strains energy, coherency will be disturbed and be disappeared gradually and the volume fraction of the θ'' phase decreased slightly, the experimental alloy entered the overaged stage.",0
1684,"*In the alloy with low Mg content (0.3-0.45 wt%), the strengthening was controlled by Mg2Si phase.",1
1685,"At the same time, in the multi-pass tube fabrication process, Laves phase particles could suppress grain coarsening rates during inter-pass annealing, helping obtain desirable microstructures for balanced deformability and the final properties of tube products.",1
1686,"After inoculation treatment, there were some Al8Mn5 phases with a size of only 10~15 μm at the bottom of the dimples, which evidenced the contribution of dispersion strengthening to the improvement of mechanical properties.",0
1687,"Acta Mater 54:5171-5178Article Google Scholar 26.Mondal C, Mishra B, Jena PK, Kumar KS, Bhat T (2011) Effect of heat treatment on the behavior of an AA7055 aluminum alloy during ballistic impact.",0
1688,It is observed that micro-cracking occur at high strain rate due to increase in incompatibility between β-Li matrix and a-Mg phases.,1
1689,"From fitting, the constants m of the β and γ phases are about 0.56 and 0.60, respectively.",0
1690,"Al and Ni elements were arc-melted into a button-shaped master alloy, followed by suction mold casting.",0
1691,"This thermal fatigue loading frequently causes microcracks at brittle phases at the interfaces (e.g. spinel in Mg-rich matrix alloys) and afterwards, delamination of interfaces and decreasing mechanical strength [22,31,32].",0
1692,The improvement in elongation and impact strength with Sr or Ca additions is due to the fragmentation of the platelet β-phase and modification of the eutectic Si.,0
1693,Earlier reports stated that this phase formed possibly via another transition phase denoted pre-β' (still uncharacterized) and had a composition and a crystal structure indistinguishable from that of the Laves MgZn2 phase.,0
1694,"Underneath, an Al-rich NiAl phase with Al2O3 segregated at the grain boundaries occurs (label 2 on Fig. 11e).",0
1695,"""The precipitates, GP zones and θ"""" phases and θ' phases, with the size of 5~60 nm in the peak-aged alloy, intensely hinder the movement of dislocations and thus significantly increase the yield-strength ratio of the alloy (in Table 2).""",1
1696,"In six passes sample density of particles is more than one pass sample and besides of more uniform passive layer in this sample, they help to protection and prevention of corrosion reactions.",0
1697,"The incidence of grain boundary failure in age-hardened alloys has been widely discussed in the literature [4,12-33] where the phenomenon has been related to one or more of the following microstructural or micromechanical influences:1.The presence of equilibrium ageing precipitates, intermetallics or dispersoid phases along grain boundaries, providing favourable sites for void nucleation [13,20,34].",0
1698,"Based on these results, it would be clear that mechanical properties deteriorate as the primary α phase increases.",1
1699,"However, excessive addition of Cr conversely decreases the UTS and elongation, maybe due to the larger size of the primary Mn-rich phase (Fig. 1d) and the more severe casting defects due to the excessive addition of Cr.",0
1700,"However, the coarsening of S' phases distributed in uneven manner will neutralize this ductility improvement.",0
1701,The nanostructured composites based on FexMoyOz and CNTs in NAAM are characterized by the high effective surface and increased electrical conductivity compared with similar metal oxide films.,0
1702,These alloys are precipitation strengthened by coherent ordered Ni3Al(L12) precipitates (γ' phase) within a face-centered cubic (fcc) Ni-rich matrix (γ phase) [4] and [5].,1
1703,It can be seen that the globular α(Mg) phase elongates slightly from the rim of the indenter to its underside.,0
1704,"It has been demonstrated that an Al5Fe2 phase having low symmetry with a base centered orthorhombic structure deforms by dislocation motion above 873K, but is brittle below 773K [10].",0
